collage.jpg,collage_1.jpg,94,66,451,325,545,350,425,285,-174.464,0
collage.jpg,collage_2.jpg,27,398,247,343,28,398,246,342,-0.233,0
collage.jpg,collage_3.jpg,293,397,254,345,293,398,253,344,0.226,0
